STT,Store Code,Store Name,Address,Region,Province,District,Latlong,,
384,608,HCM - 9 Út Tịch,"9 Út Tịch, Phường 4, Quận Tân Bình, Thành Phố Hồ Chí Minh.",HCM,Ho Chi Minh,Tan Binh,"10.7966614, 106.6587386",,
385,609,BVT - Go! Mall Bà Rịa,"Go! Mall Bà Rịa , Đường Lê Thành Duy, P. Phước Hiệp, TP. Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Ba Ria,"10.4924089, 107.1687288",,
386,610,DNA - 36 Nguyễn Đức Trung,"36 Nguyễn Đức Trung, phường Thanh Khê Đông, Quận Thanh Khê, TP Đà Nẵng",Central2,Da Nang,Thanh Khe,"16.0702535, 108.1872201",,
387,611,HCM - 60 Quốc Lộ 22,"60 Quốc Lộ 22, ấp Bàu Sim, xã Tân Thông Hội, huyện Củ Chi, TP HCM",HCM,Ho Chi Minh,Cu Chi,"10.9476366, 106.5238578",,
388,612,HCM - 84 Nguyễn Văn Đậu,"84 Nguyễn Văn Đậu, P7, Q Bình Thạnh, TP. Hồ Chí Minh",HCM,Ho Chi Minh,Binh Thanh,"10.8084786, 106.6882954",,
389,613,HCM - 93 Nguyễn Bỉnh Khiêm,"93 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 1,"10.791373, 106.700248",,
390,614,ĐTH - Trần Hưng Đạo,"Trần Hưng Đạo, Khóm 2, Thị Trấn Tràm Chim, Huyện Tam Nông, Tỉnh Đồng Tháp",Mekong2,Dong Thap,Tam Nong,"10.6712325, 105.5603852",,
391,615,BGI - 161 Lê Lợi,"161 đường Lê Lợi, phường Lê Lợi , thành phố Bắc Giang, tỉnh Bắc Giang",North,Bac Giang,Bac Giang,"21.2733898, 106.1962559",,
392,617,HNI - 205 Nguyễn Đức Thuận,"205 đường Nguyễn Đức Thuận, thị trấn Trâu Quỳ, huyện Gia Lâm, thành phố Hà Nội",North,Ha Noi,Gia Lam,"21.0213441, 105.9380471",,
393,618,DON - Go! Đồng Nai,"Big C Đồng Nai, 833 Xa lộ Hà Nội, Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.9056093, 106.8504338",,
394,619,LAN - 38 QL62,"38 QL62, khu phố 3, thị trấn Tân Thạnh, huyện Tân Thạnh, tỉnh Long An",Mekong1,Long An,Tan Thanh,"10.6110663, 106.0475731",,
395,620,HCM - 386 Trần Hưng Đạo,"386 Trần Hưng Đạo, Phường 2, Quận 5, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 5,"10.7564868, 106.6844401",,
396,621,KHO - 45A Nguyễn Thị Minh Khai,"45A Nguyễn Thị Minh Khai, phường Tân Lập, thành phố Nha Trang, tỉnh Khánh Hòa",Central1,Khanh Hoa,Nha Trang,"12.2381784, 109.1921006",,
397,622,HNI - BT8-VT11,"BT8-VT11, Khu nhà ở Xa La, phường Phúc La, quận Hà Đông, thành phố Hà Nội.",North,Ha Noi,Ha Dong,"20.9627402, 105.7920252",,
398,623,HUE - 111 Mai Thúc Loan,"111 Mai Thúc Loan, phường Thuận Thành, thành phố Huế, tỉnh Thừa Thiên Huế",Central3,Hue,Hue,"16.4757896, 107.5814652",,
399,624,QNG - 282 Phạm Văn Đồng,"282 Phạm Văn Đồng, Thị trấn Châu Ổ, Huyện Bình Sơn, Tỉnh Quảng Ngãi",Central2,Quang Ngai,Quang Ngai,"15.3004449, 108.7581015",,
400,625,TGI - 02 đường 30/04,"02 đường 30/04, khu phố 1, phường 1, Thị xã Cai Lậy, tỉnh Tiền Giang",Mekong1,Tien Giang,Cai Lay,"10.4165138, 106.1231328",,
401,626,AGI - 34 Trần Hưng Đạo,"34 đường Trần Hưng Đạo, thị trấn Tri Tôn, huyện Tri Tôn, tỉnh An Giang",Mekong2,An Giang,Tri Ton,"10.4277648, 105.0017768",,
402,627,HCM - 285 Âu Cơ,"285 Âu Cơ, Phường Phú Trung, Quận Tân Phú, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Phu,"10.775375, 106.647479",,
403,628,HCM - 416 Quốc lộ 13,"HCM - 416 Quốc lộ 13, Khu phố 6, Phường Hiệp Bình Phước,Thành phố Thủ Đức",HCM,Ho Chi Minh,Thu Duc,"10.8359812, 106.7140178",,
404,629,LAN - 229-230 QL1A,"229-230 QL1A, ấp 1, xã Thạnh Đức, huyện Bến Lức, tỉnh Long An.",Mekong1,Long An,Ben Luc,"10.6853322, 106.5928941",,
405,630,BDI - 666 Nguyễn Thái Học,"666 Nguyễn Thái Học, Phường Quang Trung, TP Quy Nhơn, Tỉnh Bình Định",Central2,Binh Dinh,Qui Nhon,"13.7556514, 109.2083638",,
406,631,HCM - 43V Cư Xá Phú Lâm D,"43V đường Cư Xá Phú Lâm D, Phường 10, Quận 6, TP.HCM",HCM,Ho Chi Minh,Quan 6,"10.7407453, 106.631654",,
407,632,BTR - 263 QL60,"263 Đường QL60, Khu Phố 2, Thị Trấn Mỏ Cày, Huyện Mỏ Cày Nam, Tỉnh Bến Tre",Mekong1,Ben Tre,Mo Cay Nam,"10.1271581, 106.3303391",,
408,633,LDO - 15 Ngô Quyền,"15 Ngô Quyền, phường 6, thành phố Đà Lạt, tỉnh Lâm Đồng",Highland1,Lam Dong,Da Lat,"11.951025, 108.4302554",,
409,634,LDO - Quốc Lộ 20,"Quốc lộ 20, thôn 7, xã Lộc An, Huyện Bảo Lâm, tỉnh Lâm Đồng.",Highland1,Lam Dong,Bao Lam,"11.5469553, 107.9011059",,
410,635,TNI - 404 đường 30/4,"404 đường 30/4, Phường 3, TP. Tây Ninh, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tay Ninh,"11.3171485, 106.0986789",,
411,636,HNI - 340 - 342 Phan Trọng Tuệ,"340-342 đường Phan Trọng Tuệ, xã Thanh Liệt, huyện Thanh Trì, thành phố Hà Nội.",North,Ha Noi,Thanh Tri,"20.9583713, 105.8058046",,
412,637,HCM - 74 Đông Hưng Thuận 2,"74 Đông Hưng Thuận 2, Phường Đông Hưng Thuận, Quận 12, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 12,"10.8347647, 106.6274116",,
413,638,BDU - 03-05 Tự Do,"03- 05 Tự Do, Khu phố 2, Thị trấn Dầu Tiếng, Huyện Dầu Tiếng, tỉnh Bình Dương",SouthEast2,Binh Duong,Dau Tieng,"11.2760507, 106.3596696",,
414,640,ĐTH - QL80 Khóm 1,"QL80 Khóm 1, TT. Lai Vung, H. Lai Vung, Đồng Tháp",Mekong2,Dong Thap,Lai Vung,"10.2881294, 105.6603526",,
415,641,ĐTH - K28 TL848,"K28 đường TL 848, Khóm Tân Hòa , Phường An Hòa , Tp. Sa Đéc, Tỉnh Đồng Tháp",Mekong2,Dong Thap,Sa Dec,"10.2406266, 105.7373303",,
416,642,BGI - Go! Bắc Giang,"Big C Bắc Giang, Xã Tân Tiến, Thành Phố Bắc Giang, Tỉnh Bắc Giang",North,Bac Giang,Bac Giang,"21.2665153, 106.2082415",,
417,643,NBI - Go! Ninh Bình,"Go Ninh Bình, đường Trần Nhân Tông, xã Ninh Phúc, thành phố Ninh Bình, tỉnh Ninh Bình.",North,Ninh Binh,Ninh Binh,"20.2418713, 106.0039674",,
418,644,TBI - Go! Thái Bình,"Go Thái Bình, đường Trần Thái Tông, phường Phú Khánh, tỉnh Thái Bình",North,Thai Binh,Thai Binh,"20.4395404, 106.3216529",,
419,647,DON - 530 Xa Lộ Hà Nội,"530 Xa Lộ Hà Nội, Khu phố 4, Phường Tân Hiệp, Thành phố Biên Hòa, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.9546875, 106.8742551",,
420,648,HCM - B148Bis Nguyễn Văn Quá,"B148Bis Nguyễn Văn Quá, Khu phố 3, Phường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 12,"10.8421284, 106.6306439",,
421,649,DON - 4/4 Quốc lộ 20,"4/4 Quốc lộ 20, Ấp Chợ, Xã Phú Túc, Huyện Định Quán, Tỉnh Đồng Nai",SouthEast2,Dong nai,Dinh Quan,"11.0891253, 107.2042725",,
422,650,BNI - 71A đường Nguyễn Cao,"71A đường Nguyễn Cao, phường Ninh Xá, thành phố Bắc Ninh, tỉnh Bắc Ninh",North,Bac Ninh,Bac Ninh,"21.1769877, 106.0631028",,
423,651,BVT - D1 - 3/5 Nguyễn Hữu Cảnh,"D1 – 3/5 Nguyễn Hữu Cảnh, Trung tâm Đô thị Chí Linh, Phường Nguyễn An Ninh, Thành phố Vũng Tàu, Tỉnh Bà Rịa – Vũng Tàu",SouthEast2,Ba Ria - Vung Tau,Vung Tau,"10.3752487, 107.118283",,
424,653,TNI - 15 ĐT782,"15 đường ĐT782, ấp Phước Đức B, xã Phước Đông, huyện Gò Dầu, tỉnh Tây Ninh",SouthEast1,Tay Ninh,Go Dau,"11.1323094, 106.317811",,
425,654,YBA - 6 Nguyễn Thái Học,"6 đường Nguyễn Thái Học, phường Nguyễn Thái Học, thành phố Yên Bái, tỉnh Yên Bái",North,Yen Bai,Yen Bai,"21.7112941, 104.8868326",,
426,655,GLA - 841-843-845 Phạm Văn Đồng,"841-843-845 Phạm Văn Đồng, phường Yên Thế, Thành Phố Pleiku, Tỉnh Gia Lai",Highland3,Gia Lai,Pleiku,"14.0305031, 107.9891676",,
427,657,LDO - 78 Langbiang,"78 Langbiang, thị trấn Lạc Dương, huyện Lạc Dương, tỉnh Lâm Đồng",Highland1,Lam Dong,Lac Duong,"12.0089189, 108.4192722",,
428,659,HCM - 424A Nguyễn Thị Minh Khai,"424A Nguyễn Thị Minh Khai, P5, Q3, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 3,"10.7702222, 106.6858555",,
429,660,HCM - 85-87 Tây Thạnh,"85-87 Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Phu,"10.8160334, 106.6255503",,
430,661,BGI - A16 Golden Mall,"Kiot A16 chân đế TTTM Golden Mall, Thị Trấn Thắng, Huyện Hiệp Hoà, Tỉnh Bắc Giang",North,Bac Giang,Hiep Hoa,"21.3548932, 105.9789625",,
431,662,HCM - 1842A Huỳnh Tấn Phát,"1842A Huỳnh Tấn Phát, Khu phố 6, Thị trấn Nhà Bè, Huyện Nhà Bè, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Nha Be,"10.696546, 106.7393257",,
432,664,HCM - 383C – 383C Bis Minh Phụng,"383C – 383C Bis Minh Phụng, Phường 10, Quận 11, Thành phố Hồ Chí Minh.",HCM,Ho Chi Minh,Quan 11,"10.7610954, 106.6443638",,
433,667,QNG - 04 Nguyễn Trãi,"04 Nguyễn Trãi, Phường Nghĩa Lộ, TP Quảng Ngãi, Tỉnh Quảng Ngãi",Central2,Quang Ngai,Quang Ngai,"15.11246, 108.7934",,
434,669,ĐTH - 6A/TK Quốc Lộ 54,"6A/TK Quốc Lộ 54, ấp Tân Khánh, xã Tân Thành, huyện Lai Vung, tỉnh Đồng Tháp",Mekong2,Dong Thap,Lai Vung,"10.2627694, 105.5851592",,
435,670,NTH - 299 - 301 đường 21 tháng 8,"299 - 301 đường 21 tháng 8 phường Phước Mỹ, Phan Rang- Tháp Chàm, Ninh Thuận",Central1,Ninh Thuan,Thap Cham,"11.5848496, 108.9696257",,
436,671,DLK - 36 Tỉnh lộ 685,"36 tỉnh lộ 685, xã Ea bar, huyện Buôn Đôn, Tỉnh Đắk Lắk",Highland2,Dak Lak,Buon Don,"12.7587978, 107.9966671",,
437,672,HCM - A4/4A Trần Văn Giàu,"A4/4A Trần Văn Giàu, Ấp 1, xã Lê Minh Xuân, huyện Bình Chánh, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Chanh,"10.7621024, 106.5686263",,
438,673,HCM - 213 Linh Đông,"213 Linh Đông, KP3, phường Linh Đông, TP. Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8538198, 106.7488117",,
439,674,NTH - 119 QL1A,"119 Quốc lộ 1A, Thị trấn Phước Dân, Huyện Ninh Phước, Tỉnh Ninh Thuận",Central1,Ninh Thuan,Ninh Phuoc,"11.5404717, 108.9541311",,
440,678,ĐTH - 96-98 QL80,"96-98 QL80, khóm Phú Mỹ, thị trấn Cái Tàu Hạ, huyện Châu Thành, tỉnh Đồng Tháp.",Mekong2,Dong Thap,Chau Thanh,"10.2590813, 105.8734311",,
441,679,HUE - 39A Thạch Hãn,"39A Thạch Hãn, phường Thuận Hòa, thành phố Huế, tỉnh Thừa Thiên Huế",Central3,Hue,Hue,"16.469819, 107.569554",,
442,680,KHO - 26 Điện Biên Phủ,"26 Điện Biên Phủ, phường Vĩnh Hòa, thành phố Nha Trang, tỉnh Khánh Hòa",Central1,Khanh Hoa,Nha Trang,"12.2885656, 109.203296",,
443,681,DON - 2089 Quốc Lộ 1A,"2089 QL1A, Xuân Tâm, Xuân Lộc, Đồng Nai, Vietnam",SouthEast2,Dong Nai,Xuan Loc,"10.87891, 107.4404844","16.394065, 107.570791","10.879003168247346, 107.44046642195283"
444,682,HCM - 2090 Vĩnh Lộc,"2090 Vĩnh Lộc, Ấp 4, Xã Vĩnh Lộc B, huyện Bình Chánh, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Chanh,"10.8102356, 106.5743793",,
445,683,BDU - 101 Hùng Vương,"101, đường Hùng Vương , phường Mỹ Phước , thị xã Bến Cát , tỉnh Bình Dương",SouthEast2,Binh Duong,Ben cat,"11.1528869, 106.5900839",,
446,684,THO - 300 - 302 Trần Phú,"300 - 302 đường Trần Phú, phường Ba Đình, thành phố Thanh Hoá, tỉnh Thanh Hoá",North,Thanh Hoa,Thanh Hoa,"19.8038036, 105.7760031",,
447,685,HCM - B15/7 Quốc Lộ 50,"B15/7 Quốc Lộ 50, ấp 3A, Xã Bình Hưng, Huyện Bình Chánh, TP.HCM",HCM,Ho Chi Minh,Binh Chanh,"10.7187461, 106.6557742",,
448,686,HCM - 307B-307D Lê Quang Định,"307B-307D Lê Quang Định, Phường 7, Quận Bình Thạnh, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Thanh,"10.8108407, 106.6914698",,
449,687,HCM - 9 – 11 – 13 Nguyễn Trãi,"9 – 11 – 13 Nguyễn Trãi, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 1,"10.7709185, 106.6930185",,
450,688,HCM - 172 Đặng Văn Ngữ,"172 Đặng Văn Ngữ, Phường 14, Quận Phú Nhuận, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Phu Nhuan,"10.7918584, 106.6675003",,
451,689,HAP-GO! Hải Phòng,"GO! Hải Phòng, Ngã 5 Sân Bay, 20 Khu đô thị mới, Đông Khê, quận Ngô Quyền, TP Hải Phòng",North,Hai Phong,Ngo Quyen,"20.8454971, 106.7074223",,
452,691,HCM - 2 Mã Lò,"02 đường Mã Lò, Khu phố 1, Phường Bình Trị Đông A, Quận Bình Tân, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.7582614, 106.6070165",,
453,692,HAG - J52 - J53,"J52 - J53 khu TTTM Thị Trấn Ngã Sáu, đường Hùng Vương, Huyện Châu Thành, Tỉnh Hậu Giang",Mekong2,Hau Giang,Chau Thanh,"9.9228468, 105.8037974",,
454,693,HCM - 121-135/1 Tân Kỳ Tân Quý,"121-135/1 Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Phu,"10.8034178, 106.6325722",,
455,694,DNA - 08 Nguyễn Phan Vinh,"08 Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà, TP Đà Nẵng",Central2,Da Nang,Son Tra,"16.1009751, 108.2495187",,
456,695,HCM - 582 Kha Vạn Cân,"582 Đường Kha Vạn Cân, Phường Linh Đông, Thành phố Thủ Đức , Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8407407, 106.7440194",,
457,696,LDO - 109-111 Đường 3/2,"109-111 đường 3/2, thị trấn Đạ Tẻh, huyện Đạ Tẻh, tỉnh Lâm Đồng",Highland1,Lam Dong,Da Teh,"11.507618, 107.485933",,
458,697,HCM - 158 Đặng Văn Bi,"158 Đặng Văn Bi, Khu phố 1, Phường Bình Thọ, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8469145, 106.7609468",,
459,698,BDU - 01 Đường NC,"01 Đường NC, Khu phố Đồng Sổ, Thị trấn Lai Uyên, Huyện Bàu Bàng, Tỉnh Bình Dương",SouthEast2,Binh Duong,Bau Bang,"11.2459075, 106.6212027",,
460,699,DLK - 112-114 Hùng Vương,"112-114 Hùng Vương, thị trấn Quảng Phú, huyện Cư M'gar, tỉnh Đắk Lắk",Highland2,Dak Lak,Cu M'gar,"12.816592, 108.0759394",,
461,700,HCM - 55B Phan Đăng Lưu,"55B Phan Đăng Lưu, Phường 07, Quận Phú Nhuận, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Phu Nhuan,"10.8033327, 106.6892932",,
462,702,HCM - F2/29R - F3/221K2 Liên ấp 2-6,"F2/29R - F3/221K2 Liên ấp 2-6, ấp 6, Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Chanh,"10.8187967, 106.5617165",,
463,703,HCM - 9 Tăng Bạt Hổ,"9 Tăng Bạt Hổ, Phường 12, Quận 5, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Quan 5,"10.7575647, 106.6619952",,
464,704,BDU - 44 Quốc Lộ 1K,"44 Quốc Lộ 1K, P. Đông Hoà, TP. Dĩ An, tỉnh Bình Dương",SouthEast2,Binh Duong,Di An,"10.8883627, 106.7765788",,
465,705,HCM - 964 Huỳnh Tấn Phát,"964 Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh.",HCM,Ho Chi Minh,Quan 7,"10.7257336, 106.7339058",,
466,706,QNA - 32 Quốc Lộ 1A Hương An,"07 Quốc lộ 1A, tổ dân phố Hương An, huyện Quế Sơn, tỉnh Quảng Nam",Central2,Quang Nam,Que Son,"15.829593, 108.2888082",,
467,708,HCM - D2/40B Đoàn Nguyễn Tuấn,"D2/40B đường Đoàn Nguyễn Tuấn, ấp 4, xã Hưng Long , Huyện Bình Chánh, TPHCM",HCM,Ho Chi Minh,Binh Chanh,"10.6583404, 106.6077218",,
468,709,TGI - 169/1 QL1A,"169/1 QL1A, ấp Tân Hòa, xã Tân Hương, huyện Châu Thành, Tiền Giang",Mekong1,Tien Giang,Chau Thanh,"10.4755709, 106.3613333",,
469,711,TNI - 438D-440 Bời Lời,"438D - 440 đường Bời Lời, khu phố Ninh Trung, phường Ninh Sơn, TP Tây Ninh, tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tay Ninh,"11.3376845, 106.1152683",,
470,712,HNI - 22-24 Nguyễn Thái Học,"22-24 đường Nguyễn Thái Học, thị trấn Phùng, huyện Đan Phượng, thành phố Hà Nội",North,Ha Noi,Dan Phuong,"21.0865219, 105.6641422",,
471,713,QNG - Mỹ Lại,"Thửa đất 758, thôn Mỹ Lại, xã Tịnh Khê, TP Quảng Ngãi, Quảng Ngãi",Central2,Quang Ngai,Quang Ngai,"15.1894175, 108.8894372",,
472,714,DON - 20/83 Lê Đại Hành,"20/83 Lê Đại Hành, khu phố 12, phường Hố Nai, thành phố Biên Hoà, tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.9652123, 106.8842311",,
473,715,HCM - 659 Hương Lộ 3,"659 Hương lộ 3, Khu phố 10, Phường Bình Hưng Hòa, Quận Bình Tân, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Tan,"10.8056402, 106.6084146",,
474,716,BDU - Hội Nghĩa,"xã Hội Nghĩa, Thị xã Tân Uyên, Tỉnh Bình Dương",SouthEast2,Binh Duong,Tan Uyen,"11.1005706, 106.767069",,
475,717,LAN - 5 Nguyễn Văn Siêu,"05 Nguyễn Văn Siêu, khu phố 2, thị trấn Bến Lức, huyện Bến Lức, tỉnh Long An",Mekong1,Long An,Ben Luc,"10.641628, 106.4859875",,
476,718,TNI - 138 Tôn Đức Thắng,"138 Tôn Đức Thắng, Phường Long Thành Trung, Thị Xã Hoà Thành, Tỉnh Tây Ninh",SouthEast1,Tay Ninh,Hoa Thanh,"11.2768586, 106.1300453",,
477,719,LDO - Liên Trung,"thửa đất số 821, tờ bản đồ số 7, thôn Liên Trung, xã Tân Hà, huyện Lâm Hà, tỉnh Lâm Đồng",Highland1,Lam Dong,Lam Ha,"11.7352449, 108.2021667",,
478,720,HCM - 191 Ni Sư Huỳnh Liên,"191 Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Binh,"10.7845354, 106.6457493",,
479,721,NAN - Số 2 Quang Trung,"2 Quang Trung, phường Quang Trung, Thành phố Vinh, Nghệ An",North,Nghe An,Vinh,"18.66607, 105.674456",,
480,722,HCM - 73 Tỉnh Lộ 8,"73 Tỉnh Lộ 8, Xã Tân Thạnh Tây, Huyện Củ Chi, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Cu Chi,"10.9838184, 106.5734572",,
481,723,DON - 114 Lý Thái Tổ,"114 Lý Thái Tổ, Ấp Trầu, Phước Thiền, Nhơn Trạch, Đồng Nai",SouthEast2,Dong Nai,Nhon Trach,"10.7585268, 106.941318",,
482,724,HCM - 170A Cư xá Bình Hòa,"170A Cư xá Bình Hòa, Nơ Trang Long, Phường 12, Quận Bình Thạnh, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Thanh,"10.8127085, 106.69659",,
483,725,TNI - 154-156 đường 30/4,"154-156 đường 30/4, khu phố 4, phường 3, TP Tây Ninh, tỉnh Tây Ninh",SouthEast1,Tay Ninh,Tay Ninh,"11.3005556, 106.1017776",,
484,726,BDU - DC79 đường DA6,"Ô 25 – 27, lô DC79, đường DA6, KDC Việt - Sing, Phường Thuận Giao, Thành phố Thuận An, Tỉnh Bình Dương",SouthEast2,Binh Duong,Thuan An,"10.9418498, 106.7186643",,
485,727,HCM - 783 Phan Văn Trị,"783 Phan Văn Trị, Phường 7, Quận Gò Vấp, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Go Vap,"10.8284409, 106.6845335",,
486,728,GLA - 113 Hai Bà Trưng,"113A, 113B,113C Hai Bà Trưng, phường Diên Hồng, thành phố Pleiku, tỉnh Gia Lai",Highland3,Gia Lai,Pleiku,"13.9790709, 107.9927086",,
487,729,BDU - 4/4 Thủ Khoa Huân,"04/4 đường Thủ Khoa Huân, Khu Phố Bình Phước A, Phường Bình Chuẩn, Thành Phố Thuận An, Tỉnh Bình Dương.",SouthEast2,Binh Duong,Thuan An,"10.9838047, 106.7243026",,
488,730,STR - 1 Mai Thanh Thế,"1, Đường Mai Thanh Thế, khóm 1, phường 1, TX. Ngã Năm, tỉnh Sóc Trăng",Mekong2,Soc Trang,Nga Nam,"9.564437999999999, 105.5976781",,
489,731,HCM - 451/2A Đào Cử,"451/2A Đào Cử, Khu phố Miễu Nhì, Thị trấn Cần Thạnh, Huyện Cần Giờ, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Can Gio,"10.4112457, 106.9658999",,
490,732,HCM - 546 Nguyễn Văn Tạo,"546 Nguyễn Văn Tạo, Ấp 1, xã Long Thới, huyện Nhà Bè, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Nha Be,"10.6590934, 106.7275134",,
491,733,HUE - 1 Trần Phú,"01 Trần Phú, phường Phước Vĩnh, Thành phố Huế",Central3,Hue,Hue,"16.4555688, 107.5925793",,
492,734,HCM - 686 Trường Chinh,"686 Trường Chinh, Phường 15, Quận Tân Bình, Thành Phố Hồ Chí Minh",HCM,Ho Chi Minh,Tan Binh,"10.8140865, 106.632996",,
493,736,DON - 36/3 DT763,"36/3 DT763, ấp 1, xã Suối Nho, huyện Định Quán, tỉnh Đồng Nai",SouthEast2,Dong Nai,Dinh Quan,"11.0420159, 107.2781959",,
494,737,HUE - 35 Hà Nội,"35 Hà Nội, phường Phú Nhuận, thành phố Huế, tỉnh Thừa Thiên Huế",Central3,Hue,Hue,"16.4637361, 107.593997",,
495,738,ĐTH - Gò Tháp,"Gò Tháp, khóm 3, thị trấn Mỹ An, huyện Tháp Mười, tỉnh Đồng Tháp",Mekong2,Dong Thap,Thap Muoi,"10.5261412, 105.8455387",,
496,739,HCM - 21 Đường 154,"Số 21 Đường 154, Phường Tân Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Thu Duc,"10.8678377, 106.8054166",,
497,740,DON - 93 Vũ Hồng Phô,"93 Vũ Hồng Phô, Khu phố 2, Phường Bình Đa, Thành phố Biên Hòa, Tỉnh Đồng Nai",SouthEast2,Dong Nai,Bien Hoa,"10.9359352, 106.8612623",,
498,741,NTH - 153 Hải Thượng Lãn Ông,"153 Hải Thượng Lãn Ông, phường Đông Hải, thành phố Phan Rang Tháp Chàm, Ninh Thuận",Central1,Ninh Thuan,Thap Cham,"11.5485688, 109.0233635",,
499,742,ĐTH - QL30,"QL 30, Ấp Bình Chánh, Xã Bình Thành, Huyện Thanh Bình, Tỉnh Đồng Tháp.",Mekong2,Dong Thap,Thanh Binh,"10.5366338, 105.540475",,
500,743,HCM - 597 Lê Văn Việt,"597 Lê Văn Việt, Khu phố 5, Phường Tăng Nhơn Phú A, Thành phố Thủ Đức, Thành phố Hồ Chí Minh.",HCM,Ho Chi Minh,Thu Duc,"10.8467149, 106.7986072",,
501,744,HCM - G16/21 Trần Đại Nghĩa,"G16/21 Trần Đại Nghĩa, Ấp 7, Xã Lê Minh Xuân, Huyện Bình Chánh, Thành phố Hồ Chí Minh",HCM,Ho Chi Minh,Binh Chanh,"10.7604576, 106.5695589",,
502,745,DON - 344F TL768,"344F, Tỉnh lộ 768, ấp Bình Phước, xã Tân Bình, huyện Vĩnh Cửu, tỉnh Đồng Nai",SouthEast2,Dong Nai,Vinh Cuu,"10.9990493, 106.8090657",,
503,746,HNI - 16B-4 Nguyễn Văn Lộc,"16B-4 phố Nguyễn Văn Lộc, phường Mộ Lao, quận Hà Đông, thành phố Hà Nội",North,Ha Noi,Ha Dong,"20.982912, 105.7892489",,
504,747,HNI - GO! Thăng Long,"Go! Thăng Long, 222 đường Trần Duy Hưng, Trung Hòa, Cầu Giấy, Hà Nội",North,Ha Noi,Cau Giay,"21.007402, 105.7932272",,
505,748,DLK - 180 Nguyễn Tất Thành,"180 Nguyễn Tất Thành, thị trấn Krông Kmar, huyện Krông Bông, tỉnh Đắk Lắk.",Highland2,Dak Lak,Krong Bong,"12.5075773, 108.3356312",,
506,749,LDO - 81 Mê Linh,"81 Mê Linh, Phường 9, Thành phố Đà Lạt, Lâm Đồng",Highland1,Lam Dong,Da Lat,"11.956337, 108.4701114",,
507,750,QBI - 01 Tây Hồ,"01 Tây Hồ, thị trấn Kiến Giang, huyện Lệ Thủy, tỉnh Quảng Bình",Central3,Quang Binh,Le Thuy,"17.2217716, 106.7932753",,
